dyno_torque,can_mc_voltage,psu_volt,psu_cur,rpm
-0.8552,89.7,89.6,0,
-0.7088,89.8,89.6,0.2,
-0.7088,89.8,89,0.6,
-0.7088,89.8,89,0.6,
-0.5624,89.7,89.6,0.1,
-0.5624,89.8,89.6,0.2,
-0.5624,89.7,89.6,0.2,
-0.5624,89.7,89.6,0.2,
-0.5624,89.8,89.6,0.2,
-0.5624,89.7,89.6,0.2,
-0.5624,89.7,89.6,0.2,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.2,
-0.416,89.7,8,9.6,
-0.416,89.7,8,9.6,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.1,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.8,89.6,0.1,
-0.416,89.8,89.6,0.1,
-0.416,89.8,89.6,0.2,
-0.416,89.8,89.6,0.2,
-0.416,89.8,89.6,0.2,
-0.416,89.8,89.6,0.2,
-0.416,89.8,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.416,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.8,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.1,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89,0.2,
-0.2696,89.7,89,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89,6,
-0.2696,89.8,89,6,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.1,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.8,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.2,
-0.2696,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.8,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0,
-0.1232,89.7,89.6,0,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.7,89.6,0,
-0.1232,89.7,89.6,0.2,
-0.1232,89.8,89.6,0.2,
-0.1232,89.8,89.6,0.1,
-0.1232,89.8,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.1,
-0.1232,89.7,89.6,0.2,
-0.1232,89.8,89.6,0.2,
-0.1232,89.8,89.6,0.2,
-0.1232,89.8,89.6,0.2,
0,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.8,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.8,89.6,0.2,
0.0232,89.8,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.8,89.6,0.2,
0.0232,89.8,89.6,0.1,
0.0232,89.8,89.6,0.1,
0.0232,89.8,89.6,0.1,
0.0232,89.8,89.6,0.1,
0.0232,89.8,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0,
0.0232,89.7,89.6,0.1,
0.0232,89.7,89.6,0.2,
0.0232,89.8,89.6,0.2,
0.0232,89.8,89.6,0.2,
0.0232,89.8,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.2,
0.0232,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.1696,89.8,89.6,0.1,
0.1696,89.8,89.6,0.1,
0.1696,89.7,89.6,0.2,
0.1696,89.7,89.6,0.2,
0.1696,89.7,89.6,0.2,
0.1696,89.7,89.6,0.2,
0.1696,89.7,89.6,0.2,
0.1696,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.1696,89.7,89.6,0.1,
0.316,89.7,89.6,0.1,
0.316,89.7,89.6,0.1,
0.316,89.7,89.6,0.2,
0.316,89.8,89.6,0.2,
0.316,89.7,89.6,0.1,
0.316,89.7,89.6,0.1,
0.316,89.7,89.6,0.1,
0.316,89.7,89.6,0.5,
0.316,89.7,89.6,0.2,
0.4624,89.7,89.6,0.1,
0.6088,89.7,89.6,0.1,
0.6088,89.7,89.6,0.1,
0.9016,89.7,89.6,0.1,
0.9016,89.7,89.6,0.3,
0.9016,89.7,89.6,0,
0.9016,89.7,89.6,0,
0.9016,89.7,89.6,0.3,
0.9016,89.7,89.6,0.3,
0.9016,89.7,89.6,0.3,
0.9016,89.7,89.6,0.4,
1.048,89.7,89.6,0.3,
1.048,89.7,89.6,0.3,
1.1944,89.7,89.6,0.3,
1.78,89.8,89.6,0.5,
1.9264,89.7,89.6,0.5,
1.9264,89.7,89.6,1,
2.0728,89.8,89.6,0.5,
2.0728,89.8,89.6,0.5,
2.0728,89.8,89.6,0.5,
2.0728,89.8,89.6,0.6,
2.0728,89.8,89.6,1.8,
2.0728,89.8,89.6,3,
2.2192,89.7,89.6,0.8,
2.2192,89.7,89.6,0.8,
2.2192,89.7,89.6,1.8,
2.2192,89.7,89.6,1.8,
2.2192,89.7,89.6,1.8,
2.2192,89.7,89.6,1.8,
2.2192,89.7,89.6,0.5,
2.3656,89.7,89.6,0.8,
2.3656,89.7,89.6,0.8,
2.3656,89.8,89.6,0.8,
2.3656,89.7,89.6,1.5,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.8,89.6,1.8,
2.3656,89.8,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.8,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,1.8,
2.3656,89.7,89.6,3,
2.3656,89.7,89.6,3,
2.3656,89.7,89.6,3,
2.3656,89.7,89.6,1,
2.512,89.7,89.6,0.8,230
2.512,89.7,89.6,0.8,230
2.512,89.7,89.6,0,230
2.512,89.7,89.6,0.8,230
2.512,89.8,89.6,0.8,230
2.512,89.8,89.6,0.8,230
2.512,89.8,89.6,0.8,230
2.512,89.7,89.6,0.8,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1.4,230
2.512,89.7,89.6,1,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,8,9.6,230
2.512,89.7,8,9.6,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.8,89.6,1,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.8,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,1.8,230
2.512,89.7,89.6,2.6,230
2.512,89.7,89.6,3.2,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3.1,230
2.512,89.8,89.6,3.1,230
2.512,89.8,89.6,3,230
2.512,89.8,89.6,3,230
2.512,89.8,89.6,3.1,230
2.512,89.8,89.6,3.1,230
2.512,89.8,89.6,3.1,230
2.512,89.8,89.6,3,230
2.512,89.8,89.6,3,230
2.512,89.8,89.6,3.1,230
2.512,89.8,89.6,3,230
2.512,89.8,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3.1,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3.1,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,8,9.6,230
2.512,89.7,8,9.6,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,3,230
2.512,89.7,89.6,4.5,230
2.512,89.7,89,0.6,230
2.512,89.7,89,0.6,230
2.6584,89.8,89.6,0.6,420
2.6584,89.8,89.6,0.8,420
2.6584,89.8,89.6,0.8,420
2.6584,89.8,89.6,0.8,420
2.6584,89.8,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.8,89.6,0.8,420
2.6584,89.7,89.6,0.8,420
2.6584,89.7,89.6,0,420
2.6584,89.7,89.6,1.4,420
2.6584,89.8,89.6,1.8,420
2.6584,89.8,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,1.8,420
2.6584,89.7,89.6,2.4,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.7,89.6,3.1,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3.1,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3.1,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3.1,420
2.6584,89.8,89.6,3.1,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.8,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
2.6584,89.7,89.6,3,420
